,COMMON NAME,STATE,Month,Year,Observations/Minute,OBSERVATION COUNT
40,American Redstart,Virginia,5,2002,0.029269576876372133,1.9027777777777777
41,American Redstart,Virginia,6,2002,0.009754440961337513,1.5
42,American Redstart,Virginia,7,2002,0.016666666666666666,2.0
43,American Redstart,Virginia,8,2002,0.030555555555555558,2.0
44,American Redstart,Virginia,9,2002,0.030581314397103872,2.0595238095238093
45,American Redstart,Virginia,10,2002,0.008014905149051491,1.6666666666666667
46,Bay-breasted Warbler,Alabama,10,2002,0.013333333333333334,1.0
47,Bay-breasted Warbler,Florida,9,2002,0.0044444444444444444,1.0
48,Bay-breasted Warbler,Florida,10,2002,0.0075,2.0
49,Bay-breasted Warbler,Georgia,10,2002,0.005555555555555556,1.0
50,Bay-breasted Warbler,Louisiana,5,2002,0.024323690906655954,6.0
51,Bay-breasted Warbler,Louisiana,10,2002,0.00392156862745098,1.0
52,Bay-breasted Warbler,North Carolina,5,2002,0.013333333333333334,1.0
53,Bay-breasted Warbler,South Carolina,10,2002,0.011111111111111112,1.0
54,Bay-breasted Warbler,Virginia,5,2002,0.006173355629877369,1.0
55,Bay-breasted Warbler,Virginia,9,2002,0.010087719298245614,1.0
56,Black-and-white Warbler,Alabama,2,2002,0.016666666666666666,1.0
57,Black-and-white Warbler,Alabama,4,2002,0.011111111111111112,1.5
58,Black-and-white Warbler,Alabama,5,2002,0.019417475728155338,2.0
59,Black-and-white Warbler,Alabama,8,2002,0.011111111111111112,1.0
60,Black-and-white Warbler,Alabama,9,2002,0.0443019943019943,7.0
61,Black-and-white Warbler,Alabama,10,2002,0.037037037037037035,7.833333333333333
62,Black-and-white Warbler,Alabama,11,2002,0.016666666666666666,1.0
63,Black-and-white Warbler,Florida,1,2002,0.015492542134698997,2.2222222222222223
64,Black-and-white Warbler,Florida,2,2002,0.004739103048626858,1.3333333333333333
65,Black-and-white Warbler,Florida,3,2002,0.013472222222222222,1.625
66,Black-and-white Warbler,Florida,4,2002,0.006483991793370261,1.446969696969697
67,Black-and-white Warbler,Florida,5,2002,0.01109375,2.6875
68,Black-and-white Warbler,Florida,7,2002,0.003150133398011157,1.0
69,Black-and-white Warbler,Florida,8,2002,0.01129227053140097,2.260869565217391
70,Black-and-white Warbler,Florida,9,2002,0.01565596222356658,3.5689655172413794
71,Black-and-white Warbler,Florida,10,2002,0.01486776442168568,3.1840277777777772
72,Black-and-white Warbler,Florida,11,2002,0.012956349206349206,1.3571428571428572
73,Black-and-white Warbler,Florida,12,2002,0.010631672523131817,1.9230769230769231
74,Black-and-white Warbler,Georgia,1,2002,0.001851851851851852,1.0
75,Black-and-white Warbler,Georgia,3,2002,0.012364672364672364,3.0
76,Black-and-white Warbler,Georgia,4,2002,0.00810359231411863,1.25
77,Black-and-white Warbler,Georgia,5,2002,0.006557017543859648,1.6
78,Black-and-white Warbler,Georgia,8,2002,0.006896551724137931,2.0
79,Black-and-white Warbler,Georgia,9,2002,0.009671717171717172,1.75
80,Black-and-white Warbler,Georgia,10,2002,0.010726984126984127,1.6
81,Black-and-white Warbler,Georgia,11,2002,0.007865961199294533,1.0
82,Black-and-white Warbler,Louisiana,2,2002,0.0019230769230769232,1.0
83,Black-and-white Warbler,Louisiana,4,2002,0.053571428571428575,2.0
84,Black-and-white Warbler,Louisiana,5,2002,0.050144891252855844,8.25
85,Black-and-white Warbler,Louisiana,8,2002,0.00801667468334135,1.0833333333333333
86,Black-and-white Warbler,Louisiana,9,2002,0.021406976959925477,2.7916666666666665
87,Black-and-white Warbler,Louisiana,10,2002,0.02449412915234416,2.8
88,Black-and-white Warbler,Louisiana,12,2002,0.0015873015873015873,1.0
89,Black-and-white Warbler,Mississippi,8,2002,0.013333333333333334,1.0
90,Black-and-white Warbler,Mississippi,9,2002,0.015,1.5
91,Black-and-white Warbler,Mississippi,10,2002,0.04317460317460317,3.6666666666666665
92,Black-and-white Warbler,North Carolina,4,2002,0.011666666666666667,1.3333333333333333
93,Black-and-white Warbler,North Carolina,5,2002,0.008662818662818664,1.875
94,Black-and-white Warbler,North Carolina,6,2002,0.008166666666666666,1.0
95,Black-and-white Warbler,North Carolina,7,2002,0.0125,1.5
96,Black-and-white Warbler,North Carolina,8,2002,0.005798319327731092,1.0
97,Black-and-white Warbler,North Carolina,9,2002,0.00804093567251462,3.5
98,Black-and-white Warbler,North Carolina,10,2002,0.03333333333333333,1.0
99,Black-and-white Warbler,South Carolina,4,2002,0.004349564244023347,1.0
100,Black-and-white Warbler,South Carolina,5,2002,0.004970525187566988,2.0
101,Black-and-white Warbler,South Carolina,7,2002,0.003205128205128205,2.0
102,Black-and-white Warbler,South Carolina,8,2002,0.008333333333333333,1.0
103,Black-and-white Warbler,South Carolina,9,2002,0.009408602150537635,1.0
104,Black-and-white Warbler,South Carolina,10,2002,0.007359189993502434,4.0
105,Black-and-white Warbler,South Carolina,11,2002,0.002079551942463209,1.0
106,Black-and-white Warbler,South Carolina,12,2002,0.003236245954692557,2.0
107,Black-and-white Warbler,Virginia,4,2002,0.013441358024691359,1.6666666666666667
108,Black-and-white Warbler,Virginia,5,2002,0.009251054828156278,1.7399999999999998
109,Black-and-white Warbler,Virginia,6,2002,0.006111111111111111,1.0
110,Black-and-white Warbler,Virginia,7,2002,0.01,1.0
111,Black-and-white Warbler,Virginia,8,2002,0.015,1.5
112,Black-and-white Warbler,Virginia,9,2002,0.020520602511343255,1.8333333333333333
113,Black-and-white Warbler,Virginia,10,2002,0.013888888888888888,1.0
114,Black-and-white Warbler,Virginia,11,2002,0.013333333333333334,1.0
115,Black-throated Blue Warbler,Alabama,4,2002,0.025,3.0
116,Black-throated Blue Warbler,Florida,3,2002,0.013888888888888888,1.0
117,Black-throated Blue Warbler,Florida,4,2002,0.00990520282186949,2.0384615384615383
118,Black-throated Blue Warbler,Florida,5,2002,0.017254273504273505,4.076923076923077
119,Black-throated Blue Warbler,Florida,8,2002,0.00625,1.0
120,Black-throated Blue Warbler,Florida,9,2002,0.01670747640861493,3.4705882352941178
121,Black-throated Blue Warbler,Florida,10,2002,0.01814051634319956,4.101851851851852
122,Black-throated Blue Warbler,Florida,11,2002,0.019479166666666665,2.375
123,Black-throated Blue Warbler,Georgia,4,2002,0.005555555555555556,1.0
124,Black-throated Blue Warbler,Georgia,10,2002,0.004761904761904762,1.0
125,Black-throated Blue Warbler,North Carolina,4,2002,0.01,1.0
126,Black-throated Blue Warbler,North Carolina,5,2002,0.013927079603771333,1.6666666666666665
127,Black-throated Blue Warbler,North Carolina,7,2002,0.02475,3.0
128,Black-throated Blue Warbler,North Carolina,9,2002,0.012280701754385965,7.0
129,Black-throated Blue Warbler,North Carolina,10,2002,0.06666666666666667,2.0
130,Black-throated Blue Warbler,South Carolina,5,2002,0.00577438370846731,2.5
131,Black-throated Blue Warbler,South Carolina,8,2002,0.008333333333333333,1.0
132,Black-throated Blue Warbler,South Carolina,9,2002,0.009408602150537635,1.0
133,Black-throated Blue Warbler,South Carolina,10,2002,0.005180593816957454,1.0
134,Black-throated Blue Warbler,Virginia,4,2002,0.016087962962962964,1.0
135,Black-throated Blue Warbler,Virginia,5,2002,0.03578886731599299,2.3061403508771927
136,Black-throated Blue Warbler,Virginia,6,2002,0.016666666666666666,1.0
137,Black-throated Blue Warbler,Virginia,9,2002,0.026976495726495728,1.3125
138,Black-throated Blue Warbler,Virginia,10,2002,0.005314356803327392,1.0
139,Black-throated Green Warbler,Alabama,4,2002,0.016666666666666666,2.0
140,Black-throated Green Warbler,Alabama,5,2002,0.10000000000000002,1.0
141,Black-throated Green Warbler,Alabama,10,2002,0.015,1.5
142,Black-throated Green Warbler,Florida,1,2002,0.02196969696969697,1.25
143,Black-throated Green Warbler,Florida,2,2002,0.0033333333333333335,1.0
144,Black-throated Green Warbler,Florida,3,2002,0.016666666666666666,1.0
145,Black-throated Green Warbler,Florida,4,2002,0.003941798941798942,1.1666666666666665
146,Black-throated Green Warbler,Florida,5,2002,0.004166666666666667,1.0
147,Black-throated Green Warbler,Florida,9,2002,0.011111111111111112,1.0
148,Black-throated Green Warbler,Florida,10,2002,0.006500000000000001,1.6
149,Black-throated Green Warbler,Florida,11,2002,0.00916400850611377,1.0666666666666667
150,Black-throated Green Warbler,Florida,12,2002,0.01202200577200577,1.0
151,Black-throated Green Warbler,Georgia,4,2002,0.008333333333333333,1.5
152,Black-throated Green Warbler,Georgia,5,2002,0.008159722222222221,1.25
153,Black-throated Green Warbler,Georgia,9,2002,0.016666666666666666,2.0
154,Black-throated Green Warbler,Georgia,10,2002,0.014096185737976783,3.0
155,Black-throated Green Warbler,Louisiana,5,2002,0.003816793893129771,1.0
156,Black-throated Green Warbler,Louisiana,9,2002,0.01259612098427888,2.0
157,Black-throated Green Warbler,Louisiana,10,2002,0.02660654513857018,4.166666666666667
158,Black-throated Green Warbler,Louisiana,11,2002,0.013724611708482678,1.0
159,Black-throated Green Warbler,Louisiana,12,2002,0.0016666666666666668,1.0
160,Black-throated Green Warbler,Mississippi,10,2002,0.01768253968253968,2.4
161,Black-throated Green Warbler,North Carolina,4,2002,0.025833333333333333,3.0
162,Black-throated Green Warbler,North Carolina,5,2002,0.02475499037999038,1.9583333333333333
163,Black-throated Green Warbler,North Carolina,6,2002,0.017768595041322312,2.0
164,Black-throated Green Warbler,North Carolina,7,2002,0.002380952380952381,1.0
165,Black-throated Green Warbler,North Carolina,10,2002,0.03333333333333333,1.0
166,Black-throated Green Warbler,South Carolina,5,2002,0.008333333333333333,3.0
167,Black-throated Green Warbler,South Carolina,8,2002,0.025,3.0
168,Black-throated Green Warbler,Virginia,4,2002,0.01925925925925926,1.2666666666666666
169,Black-throated Green Warbler,Virginia,5,2002,0.015730950343269184,1.9
170,Black-throated Green Warbler,Virginia,9,2002,0.026248765432098763,2.3
171,Blackburnian Warbler,Alabama,4,2002,0.008333333333333333,1.0
172,Blackburnian Warbler,Alabama,9,2002,0.005128205128205128,1.0
173,Blackburnian Warbler,Alabama,10,2002,0.0036111111111111114,1.0
174,Blackburnian Warbler,Florida,5,2002,0.0011904761904761906,1.0
175,Blackburnian Warbler,Florida,8,2002,0.008333333333333333,1.0
176,Blackburnian Warbler,Florida,9,2002,0.022709508145363416,2.6041666666666665
177,Blackburnian Warbler,Florida,10,2002,0.004027777777777778,1.0
178,Blackburnian Warbler,Georgia,9,2002,0.005984848484848485,1.0
179,Blackburnian Warbler,Louisiana,5,2002,0.009713480052973825,2.5
180,Blackburnian Warbler,Louisiana,9,2002,0.012302557741154232,2.055555555555556
181,Blackburnian Warbler,Mississippi,8,2002,0.013333333333333334,1.0
182,Blackburnian Warbler,Mississippi,9,2002,0.02666666666666667,2.0
183,Blackburnian Warbler,North Carolina,5,2002,0.013333333333333334,1.0
184,Blackburnian Warbler,North Carolina,9,2002,0.13333333333333333,12.0
185,Blackburnian Warbler,Virginia,4,2002,0.0125,1.0
186,Blackburnian Warbler,Virginia,5,2002,0.04668911335578002,7.333333333333333
187,Blackburnian Warbler,Virginia,9,2002,0.03666666666666667,3.25
188,Blackpoll Warbler,Florida,4,2002,0.010254919706674094,2.5
189,Blackpoll Warbler,Florida,5,2002,0.018187141704836804,5.7
190,Blackpoll Warbler,Florida,10,2002,0.00478977405078034,1.5
191,Blackpoll Warbler,Florida,11,2002,0.011111111111111112,1.0
192,Blackpoll Warbler,Florida,12,2002,0.009027777777777777,1.0
193,Blackpoll Warbler,Georgia,4,2002,0.019444444444444445,3.5
194,Blackpoll Warbler,Georgia,5,2002,0.004532163742690058,1.0
195,Blackpoll Warbler,Louisiana,4,2002,0.016666666666666666,1.0
196,Blackpoll Warbler,Louisiana,5,2002,0.007462686567164179,1.0
197,Blackpoll Warbler,Louisiana,10,2002,0.002127659574468085,1.0
198,Blackpoll Warbler,North Carolina,4,2002,0.01,1.0
199,Blackpoll Warbler,North Carolina,5,2002,0.007543859649122808,1.0
200,Blackpoll Warbler,South Carolina,5,2002,0.0015923566878980893,1.0
201,Blackpoll Warbler,South Carolina,10,2002,0.0049586776859504135,3.0
202,Blackpoll Warbler,Virginia,5,2002,0.07315980637308338,3.1811594202898554
203,Blackpoll Warbler,Virginia,9,2002,0.0032345679012345677,1.0
204,Blue-winged Warbler,Alabama,5,2002,0.1,1.0
205,Blue-winged Warbler,Alabama,8,2002,0.011111111111111112,1.0
206,Blue-winged Warbler,Alabama,9,2002,0.015277777777777779,1.5
207,Blue-winged Warbler,Florida,4,2002,0.001851851851851852,1.0
208,Blue-winged Warbler,Florida,8,2002,0.0012345679012345679,1.0
209,Blue-winged Warbler,Florida,9,2002,0.011111111111111112,1.0
210,Blue-winged Warbler,Georgia,5,2002,0.005555555555555556,1.0
211,Blue-winged Warbler,Louisiana,8,2002,0.00658864283864284,1.0
212,Blue-winged Warbler,Louisiana,9,2002,0.006161894448815955,1.375
213,Blue-winged Warbler,Louisiana,10,2002,0.008333333333333333,1.0
214,Blue-winged Warbler,Mississippi,4,2002,0.004166666666666667,1.0
215,Blue-winged Warbler,Mississippi,9,2002,0.02857142857142857,2.0
216,Blue-winged Warbler,North Carolina,4,2002,0.001851851851851852,1.0
217,Blue-winged Warbler,South Carolina,9,2002,0.0022522522522522522,1.0
218,Blue-winged Warbler,Virginia,4,2002,0.015277777777777779,1.0
219,Blue-winged Warbler,Virginia,5,2002,0.007227772227772228,1.2857142857142858
220,Blue-winged Warbler,Virginia,6,2002,0.007142857142857143,1.0
221,Blue-winged Warbler,Virginia,9,2002,0.016666666666666666,1.0
222,Canada Warbler,Alabama,8,2002,0.016666666666666666,1.0
223,Canada Warbler,Alabama,9,2002,0.014074074074074074,2.0
224,Canada Warbler,Florida,10,2002,0.008333333333333333,1.0
225,Canada Warbler,Louisiana,5,2002,0.018143013338290468,3.5
226,Canada Warbler,Louisiana,8,2002,0.016414141414141412,2.0
227,Canada Warbler,Louisiana,9,2002,0.012895928795051602,1.4814814814814814
228,Canada Warbler,Mississippi,9,2002,0.008333333333333333,1.0
229,Canada Warbler,North Carolina,5,2002,0.013333333333333334,1.0
230,Canada Warbler,North Carolina,6,2002,0.016666666666666666,1.0
231,Canada Warbler,North Carolina,7,2002,0.029166666666666667,2.5
232,Canada Warbler,Virginia,5,2002,0.016950339244573145,1.5303030303030305
233,Canada Warbler,Virginia,6,2002,0.006060606060606061,1.0
234,Canada Warbler,Virginia,8,2002,0.03333333333333333,1.0
235,Canada Warbler,Virginia,9,2002,0.017708333333333333,1.0
236,Cape May Warbler,Alabama,4,2002,0.016666666666666666,1.0
237,Cape May Warbler,Florida,3,2002,0.011111111111111112,1.0
238,Cape May Warbler,Florida,4,2002,0.03462356701940035,3.75
239,Cape May Warbler,Florida,5,2002,0.009298709737306229,1.4444444444444446
240,Cape May Warbler,Florida,9,2002,0.07430555555555554,8.375
241,Cape May Warbler,Florida,10,2002,0.013681478871401353,1.3888888888888888
242,Cape May Warbler,Florida,11,2002,0.016666666666666666,1.0
243,Cape May Warbler,Georgia,4,2002,0.007407407407407408,1.0
244,Cape May Warbler,Georgia,5,2002,0.008333333333333333,1.0
245,Cape May Warbler,Georgia,10,2002,0.004,1.0
246,Cape May Warbler,South Carolina,9,2002,0.016666666666666666,1.0
247,Cape May Warbler,South Carolina,10,2002,0.001652892561983471,1.0
248,Cape May Warbler,Virginia,5,2002,0.006666666666666667,1.0
249,Cape May Warbler,Virginia,9,2002,0.10888888888888888,10.0
250,Cape May Warbler,Virginia,10,2002,0.004878048780487805,1.0
251,Cerulean Warbler,Alabama,5,2002,0.1,1.0
252,Cerulean Warbler,Florida,8,2002,0.006818181818181818,1.4545454545454546
253,Cerulean Warbler,Florida,9,2002,0.004761904761904762,1.0
254,Cerulean Warbler,Louisiana,9,2002,0.002904040404040404,1.0
255,Cerulean Warbler,Mississippi,9,2002,0.02666666666666667,2.0
256,Cerulean Warbler,Virginia,4,2002,0.004166666666666667,1.0
257,Cerulean Warbler,Virginia,5,2002,0.007797979797979799,1.4
258,Cerulean Warbler,Virginia,6,2002,0.005808080808080808,1.0
259,Chestnut-sided Warbler,Alabama,4,2002,0.016666666666666666,1.5
260,Chestnut-sided Warbler,Alabama,5,2002,0.003703703703703704,1.0
261,Chestnut-sided Warbler,Alabama,9,2002,0.010968660968660969,1.0
262,Chestnut-sided Warbler,Alabama,10,2002,0.008333333333333333,1.25
263,Chestnut-sided Warbler,Florida,9,2002,0.012474279835390949,2.435185185185185
264,Chestnut-sided Warbler,Florida,10,2002,0.008465322621356075,1.6296296296296298
265,Chestnut-sided Warbler,Georgia,4,2002,0.009259259259259259,1.0
266,Chestnut-sided Warbler,Georgia,9,2002,0.019343434343434347,3.6666666666666665
267,Chestnut-sided Warbler,Georgia,10,2002,0.012301587301587301,2.25
268,Chestnut-sided Warbler,Louisiana,5,2002,0.005796485742352031,1.25
269,Chestnut-sided Warbler,Louisiana,9,2002,0.01090909090909091,3.0
270,Chestnut-sided Warbler,Louisiana,10,2002,0.00784313725490196,2.0
271,Chestnut-sided Warbler,Mississippi,9,2002,0.04285714285714286,3.0
272,Chestnut-sided Warbler,Mississippi,10,2002,0.034166666666666665,2.5
273,Chestnut-sided Warbler,North Carolina,5,2002,0.0175,3.0
274,Chestnut-sided Warbler,North Carolina,6,2002,0.041391184573002754,5.0
275,Chestnut-sided Warbler,North Carolina,7,2002,0.0414,3.6
276,Chestnut-sided Warbler,North Carolina,9,2002,0.37834795321637427,35.0
277,Chestnut-sided Warbler,Virginia,4,2002,0.003935185185185186,1.0
278,Chestnut-sided Warbler,Virginia,5,2002,0.044056254981375755,5.5
279,Chestnut-sided Warbler,Virginia,6,2002,0.03611111111111111,2.0
280,Chestnut-sided Warbler,Virginia,9,2002,0.02486111111111111,2.1
281,Common Yellowthroat,Alabama,4,2002,0.03333333333333333,2.0
282,Common Yellowthroat,Alabama,5,2002,0.01881817092173079,2.0
283,Common Yellowthroat,Alabama,6,2002,0.3333333333333333,1.0
284,Common Yellowthroat,Alabama,7,2002,0.047635135135135134,8.0
285,Common Yellowthroat,Alabama,9,2002,0.010683760683760684,1.5
286,Common Yellowthroat,Alabama,10,2002,0.049861111111111106,9.75
287,Common Yellowthroat,Florida,1,2002,0.07623665237362609,32.088235294117645
288,Common Yellowthroat,Florida,2,2002,0.03574814847137167,14.212962962962964
289,Common Yellowthroat,Florida,3,2002,0.04627041280554352,23.296296296296298
290,Common Yellowthroat,Florida,4,2002,0.014984715941376667,5.34
291,Common Yellowthroat,Florida,5,2002,0.007490231195499864,2.703125
292,Common Yellowthroat,Florida,6,2002,0.08794652088166045,1.619047619047619
293,Common Yellowthroat,Florida,7,2002,0.0016746883777431845,1.0714285714285714
294,Common Yellowthroat,Florida,8,2002,0.003952616473320407,1.1428571428571428
295,Common Yellowthroat,Florida,9,2002,0.028193480677408976,13.627192982456139
296,Common Yellowthroat,Florida,10,2002,0.04812417608540135,21.31397849462365
297,Common Yellowthroat,Florida,11,2002,0.04938321972747248,22.796296296296294
298,Common Yellowthroat,Florida,12,2002,0.06444850913687633,26.4125
299,Common Yellowthroat,Georgia,1,2002,0.003935185185185186,1.5
300,Common Yellowthroat,Georgia,3,2002,0.03387179487179487,8.0
301,Common Yellowthroat,Georgia,4,2002,0.039473684210526314,7.5
302,Common Yellowthroat,Georgia,5,2002,0.04912280701754386,14.0
303,Common Yellowthroat,Georgia,6,2002,0.022222222222222223,1.0
304,Common Yellowthroat,Georgia,8,2002,0.05862068965517241,17.0
305,Common Yellowthroat,Georgia,9,2002,0.09090909090909091,25.0
306,Common Yellowthroat,Georgia,10,2002,0.024786379029223628,4.8
307,Common Yellowthroat,Georgia,11,2002,0.0055814555814555815,1.3333333333333333
308,Common Yellowthroat,Georgia,12,2002,0.004563492063492064,2.0
309,Common Yellowthroat,Louisiana,1,2002,0.01677752623227225,4.9
310,Common Yellowthroat,Louisiana,2,2002,0.024180339512749487,7.833333333333333
311,Common Yellowthroat,Louisiana,3,2002,0.017211121237437028,4.3
312,Common Yellowthroat,Louisiana,4,2002,0.05722358528962302,15.75
313,Common Yellowthroat,Louisiana,5,2002,0.03619197807997045,5.016666666666667
314,Common Yellowthroat,Louisiana,6,2002,0.008514492753623188,1.0
315,Common Yellowthroat,Louisiana,7,2002,0.039684065483141163,13.5
316,Common Yellowthroat,Louisiana,8,2002,0.009375954392751705,3.0
317,Common Yellowthroat,Louisiana,9,2002,0.04497729421380461,9.857142857142858
318,Common Yellowthroat,Louisiana,10,2002,0.03476147576981014,8.366666666666667
319,Common Yellowthroat,Louisiana,11,2002,0.00982889102553265,1.5714285714285714
320,Common Yellowthroat,Louisiana,12,2002,0.016159067288129728,6.041666666666667
321,Common Yellowthroat,Mississippi,1,2002,0.02242063492063492,5.333333333333333
322,Common Yellowthroat,Mississippi,2,2002,0.022222222222222223,4.0
323,Common Yellowthroat,Mississippi,3,2002,0.011111111111111112,2.0
324,Common Yellowthroat,Mississippi,4,2002,0.018674136321195144,4.0
325,Common Yellowthroat,Mississippi,5,2002,0.016666666666666666,3.0
326,Common Yellowthroat,Mississippi,6,2002,0.012407407407407409,1.6666666666666667
327,Common Yellowthroat,Mississippi,7,2002,0.02,1.0
328,Common Yellowthroat,Mississippi,8,2002,0.011111111111111112,1.5
329,Common Yellowthroat,Mississippi,9,2002,0.10714285714285714,14.4
330,Common Yellowthroat,Mississippi,10,2002,0.07299088771310994,13.777777777777779
331,Common Yellowthroat,Mississippi,11,2002,0.016666666666666666,3.5
332,Common Yellowthroat,Mississippi,12,2002,0.01615079365079365,6.666666666666667
333,Common Yellowthroat,North Carolina,3,2002,0.008333333333333333,1.0
334,Common Yellowthroat,North Carolina,4,2002,0.020277777777777777,5.166666666666667
335,Common Yellowthroat,North Carolina,5,2002,0.023200826139422634,7.416666666666667
336,Common Yellowthroat,North Carolina,6,2002,0.038040638836179634,2.916666666666667
337,Common Yellowthroat,North Carolina,7,2002,0.0125,1.0
338,Common Yellowthroat,North Carolina,8,2002,0.041064425770308124,3.0
339,Common Yellowthroat,North Carolina,9,2002,0.014181286549707604,7.0
340,Common Yellowthroat,North Carolina,10,2002,0.013903743315508022,3.0
341,Common Yellowthroat,North Carolina,12,2002,0.0022222222222222222,1.0
342,Common Yellowthroat,South Carolina,2,2002,0.012727272727272728,7.0
343,Common Yellowthroat,South Carolina,3,2002,0.02201944080384447,6.4
344,Common Yellowthroat,South Carolina,4,2002,0.023626286906565215,9.875
345,Common Yellowthroat,South Carolina,5,2002,0.05414090189325745,19.6
346,Common Yellowthroat,South Carolina,6,2002,0.021740750396387912,4.5
347,Common Yellowthroat,South Carolina,7,2002,0.011904761904761904,5.666666666666667
348,Common Yellowthroat,South Carolina,8,2002,0.00486767680938029,2.5
349,Common Yellowthroat,South Carolina,9,2002,0.06442513661302582,26.0
350,Common Yellowthroat,South Carolina,10,2002,0.2763976504266488,159.4
351,Common Yellowthroat,South Carolina,11,2002,0.015399932196417741,7.75
352,Common Yellowthroat,South Carolina,12,2002,0.01779935275080906,11.0
353,Common Yellowthroat,Virginia,1,2002,0.0020408163265306124,1.0
354,Common Yellowthroat,Virginia,2,2002,0.011764705882352941,1.0
355,Common Yellowthroat,Virginia,3,2002,0.0033333333333333335,1.0
356,Common Yellowthroat,Virginia,4,2002,0.025395552728779944,3.5833333333333335
357,Common Yellowthroat,Virginia,5,2002,0.028571512839652462,2.6450617283950617
358,Common Yellowthroat,Virginia,6,2002,0.02727895881445577,4.7727272727272725
359,Common Yellowthroat,Virginia,7,2002,0.032367724867724865,5.9
360,Common Yellowthroat,Virginia,8,2002,0.01375,3.6666666666666665
361,Common Yellowthroat,Virginia,9,2002,0.03157645287666063,3.1052631578947367
362,Common Yellowthroat,Virginia,10,2002,0.013597432659932662,1.2708333333333333
363,Common Yellowthroat,Virginia,11,2002,0.016158730158730157,1.2
364,Connecticut Warbler,Virginia,9,2002,0.005555555555555556,1.0
365,Golden-winged Warbler,Alabama,9,2002,0.015740740740740743,1.6666666666666667
366,Golden-winged Warbler,Florida,9,2002,0.005208333333333333,1.0
367,Golden-winged Warbler,Florida,10,2002,0.0038194444444444448,1.0
368,Golden-winged Warbler,Mississippi,10,2002,0.0016666666666666668,1.0
369,Hooded Warbler,Alabama,3,2002,0.26666666666666666,16.0
370,Hooded Warbler,Alabama,4,2002,0.013888888888888888,1.0
371,Hooded Warbler,Alabama,5,2002,0.07742718446601943,1.6666666666666667
372,Hooded Warbler,Alabama,6,2002,0.3611111111111111,1.0833333333333333
373,Hooded Warbler,Alabama,7,2002,0.01644144144144144,2.5
374,Hooded Warbler,Alabama,8,2002,0.011111111111111112,1.0
375,Hooded Warbler,Alabama,9,2002,0.018518518518518517,2.0
376,Hooded Warbler,Alabama,10,2002,0.004583333333333333,1.0
377,Hooded Warbler,Florida,3,2002,0.011111111111111112,1.0
378,Hooded Warbler,Florida,4,2002,0.008158068783068783,2.6875
379,Hooded Warbler,Florida,5,2002,0.00625,1.5
380,Hooded Warbler,Florida,7,2002,0.013824884792626729,3.0
381,Hooded Warbler,Florida,8,2002,0.008208874458874459,1.5714285714285714
382,Hooded Warbler,Florida,9,2002,0.009365521794767077,1.5
